country,director,genre,name,score,star,writer,success
USA,Paul Thomas Anderson,Drama,There Will Be Blood,8.1,Daniel Day-Lewis,Paul Thomas Anderson,Hit
USA,Sean Penn,Adventure,Into the Wild,8.1,Emile Hirsch,Sean Penn,Hit
USA,Frank Darabont,Horror,The Mist,7.2,Thomas Jane,Frank Darabont,Hit
USA,Ben Affleck,Crime,Gone Baby Gone,7.7,Morgan Freeman,Ben Affleck,Hit
USA,Gore Verbinski,Action,Pirates of the Caribbean: At World's End,7.1,Johnny Depp,Ted Elliott,Hit
USA,Greg Mottola,Comedy,Superbad,7.6,Michael Cera,Seth Rogen,Hit
USA,Francis Lawrence,Drama,I Am Legend,7.2,Will Smith,Mark Protosevich,Hit
USA,Kirsten Sheridan,Drama,August Rush,7.5,Freddie Highmore,Nick Castle,Hit
USA,Gregory Hoblit,Crime,Fracture,7.2,Anthony Hopkins,Daniel Pyne,Hit
USA,Sam Raimi,Action,Spider-Man 3,6.2,Tobey Maguire,Sam Raimi,Average
USA,Rob Zombie,Horror,Halloween,6.1,Scout Taylor-Compton,Rob Zombie,Average
USA,Adam Shankman,Comedy,Hairspray,6.7,John Travolta,Leslie Dixon,Average
USA,Brad Bird,Animation,Ratatouille,8,Brad Garrett,Brad Bird,Hit
USA,Andrew Dominik,Biography,The Assassination of Jesse James by the Coward Robert Ford,7.5,Brad Pitt,Andrew Dominik,Hit
USA,Jason Reitman,Comedy,Juno,7.5,Ellen Page,Diablo Cody,Hit
USA,Michael Haneke,Crime,Funny Games,6.5,Naomi Watts,Michael Haneke,Average
USA,Kevin Lima,Animation,Enchanted,7.1,Amy Adams,Bill Kelly,Hit
USA,Ridley Scott,Biography,American Gangster,7.8,Denzel Washington,Steven Zaillian,Hit
USA,Tim Burton,Drama,Sweeney Todd: The Demon Barber of Fleet Street,7.4,Johnny Depp,John Logan,Hit
USA,Paul Greengrass,Action,The Bourne Ultimatum,8.1,Matt Damon,Tony Gilroy,Hit
USA,Robert Zemeckis,Animation,Beowulf,6.2,Ray Winstone,Neil Gaiman,Average
USA,Richard LaGravenese,Drama,P.S. I Love You,7.1,Hilary Swank,Richard LaGravenese,Hit
USA,Mikael HÃ¥fstrÃ¶m,Horror,1408,6.8,John Cusack,Matt Greenberg,Average
USA,Judd Apatow,Comedy,Knocked Up,7,Seth Rogen,Judd Apatow,Hit
USA,Len Wiseman,Action,Live Free or Die Hard,7.2,Bruce Willis,Mark Bomback,Hit
USA,Julie Taymor,Drama,Across the Universe,7.4,Evan Rachel Wood,Dick Clement,Hit
USA,Robert Rodriguez,Action,Grindhouse,7.6,Kurt Russell,Robert Rodriguez,Hit
USA,Gabor Csupo,Adventure,Bridge to Terabithia,7.2,Josh Hutcherson,Jeff Stockwell,Hit
USA,Mark Steven Johnson,Action,Ghost Rider,5.2,Nicolas Cage,Mark Steven Johnson,Flop
USA,Wes Anderson,Adventure,The Darjeeling Limited,7.2,Owen Wilson,Wes Anderson,Hit
USA,Eli Roth,Horror,Hostel: Part II,5.5,Lauren German,Eli Roth,Flop
USA,D.J. Caruso,Drama,Disturbia,6.9,Shia LaBeouf,Christopher Landon,Average
USA,Joel Schumacher,Mystery,The Number 23,6.4,Jim Carrey,Fernley Phillips,Average
USA,Noah Baumbach,Comedy,Margot at the Wedding,6.1,Nicole Kidman,Noah Baumbach,Average
USA,Brett Ratner,Action,Rush Hour 3,6.2,Jackie Chan,Jeff Nathanson,Average
USA,David Ross,Drama,The Babysitters,5.7,Lauren Birkell,David Ross,Flop
USA,James Mangold,Adventure,3:10 to Yuma,7.7,Russell Crowe,Halsted Welles,Hit
USA,Chris Miller,Animation,Shrek the Third,6.1,Mike Myers,Jeffrey Price,Average
USA,Tom Shadyac,Comedy,Evan Almighty,5.4,Steve Carell,Steve Oedekerk,Flop
USA,Craig Gillespie,Comedy,Lars and the Real Girl,7.4,Ryan Gosling,Nancy Oliver,Hit
USA,Colin Strause,Action,Aliens vs. Predator: Requiem,4.7,Reiko Aylesworth,Shane Salerno,Flop
USA,James Wan,Horror,Dead Silence,6.2,Ryan Kwanten,Leigh Whannell,Average
USA,David Slade,Horror,30 Days of Night,6.6,Josh Hartnett,Steve Niles,Average
USA,Darren Lynn Bousman,Horror,Saw IV,5.9,Tobin Bell,Patrick Melton,Flop
USA,Steven Soderbergh,Crime,Ocean's Thirteen,6.9,George Clooney,Brian Koppelman,Average
USA,Simon J. Smith,Animation,Bee Movie,6.1,Jerry Seinfeld,Jerry Seinfeld,Average
USA,Rob Reiner,Adventure,The Bucket List,7.4,Jack Nicholson,Justin Zackham,Hit
USA,Bobby Farrelly,Comedy,The Heartbreak Kid,5.8,Ben Stiller,Scot Armstrong,Flop
USA,Oren Peli,Horror,Paranormal Activity,6.3,Katie Featherston,Oren Peli,Average
USA,Bruce A. Evans,Crime,Mr. Brooks,7.3,Kevin Costner,Bruce A. Evans,Hit
USA,David Silverman,Animation,The Simpsons Movie,7.4,Dan Castellaneta,James L. Brooks,Hit
USA,Mike Nichols,Biography,Charlie Wilson's War,7.1,Tom Hanks,Aaron Sorkin,Hit
USA,Andy Fickman,Comedy,The Game Plan,6.2,Dwayne Johnson,Nichole Millard,Average
USA,Dennis Dugan,Comedy,I Now Pronounce You Chuck & Larry,6,Adam Sandler,Barry Fanaro,Average
USA,Tim Story,Action,Fantastic 4: Rise of the Silver Surfer,5.6,Ioan Gruffudd,Don Payne,Flop
USA,Lee Tamahori,Action,Next,6.2,Nicolas Cage,Gary Goldman,Average
USA,Peter Hedges,Comedy,Dan in Real Life,6.8,Steve Carell,Pierce Gardner,Average
USA,Frank Oz,Comedy,Death at a Funeral,7.4,Matthew Macfadyen,Dean Craig,Hit
USA,Michael Davis,Action,Shoot 'Em Up,6.7,Clive Owen,Michael Davis,Average
USA,Jon Turteltaub,Action,National Treasure: Book of Secrets,6.5,Nicolas Cage,Marianne Wibberley,Average
USA,Akiva Schaffer,Comedy,Hot Rod,6.7,Andy Samberg,Pam Brady,Average
USA,Mark Helfrich,Comedy,Good Luck Chuck,5.6,Dane Cook,Josh Stolberg,Flop
USA,Tony Gilroy,Crime,Michael Clayton,7.3,George Clooney,Tony Gilroy,Hit
USA,Josh Gordon,Comedy,Blades of Glory,6.3,Will Ferrell,Jeff Cox,Average
USA,Brian Robbins,Comedy,Norbit,4,Eddie Murphy,Eddie Murphy,Flop
USA,Stephen J. Anderson,Animation,Meet the Robinsons,6.9,Daniel Hansen,Jon Bernstein,Average
USA,James Wan,Action,Death Sentence,6.8,Kevin Bacon,Ian Mackenzie Jeffers,Average
USA,Mitchell Lichtenstein,Comedy,Teeth,5.4,Jess Weixler,Mitchell Lichtenstein,Flop
USA,Walt Becker,Action,Wild Hogs,5.9,Tim Allen,Brad Copeland,Flop
USA,Tim Hill,Animation,Alvin and the Chipmunks,5.2,Jason Lee,Jon Vitti,Flop
USA,Sean McNamara,Comedy,Bratz,2.9,Skyler Shaye,Susan Estelle Jansen,Flop
USA,Jason Friedberg,Adventure,Epic Movie,2.3,Kal Penn,Jason Friedberg,Flop
USA,Martin Weisz,Action,The Hills Have Eyes II,5.1,Daniella Alonso,Wes Craven,Flop
USA,Oliver Hirschbiegel,Sci-Fi,The Invasion,5.9,Nicole Kidman,David Kajganich,Flop
USA,Sidney Lumet,Crime,Before the Devil Knows You're Dead,7.3,Philip Seymour Hoffman,Kelly Masterson,Hit
USA,Marc Lawrence,Comedy,Music and Lyrics,6.5,Hugh Grant,Marc Lawrence,Average
USA,Joby Harold,Crime,Awake,6.5,Hayden Christensen,Joby Harold,Average
USA,Jake Kasdan,Comedy,Walk Hard: The Dewey Cox Story,6.7,John C. Reilly,Judd Apatow,Average
USA,Peter Berg,Action,The Kingdom,7.1,Jamie Foxx,Matthew Michael Carnahan,Hit
USA,Mike Binder,Drama,Reign Over Me,7.5,Adam Sandler,Mike Binder,Hit
USA,Dave Meyers,Horror,The Hitcher,5.6,Sean Bean,Eric Red,Flop
USA,Jonah Markowitz,Drama,Shelter,7.8,Trevor Wright,Jonah Markowitz,Hit
USA,Robert Redford,Drama,Lions for Lambs,6.2,Tom Cruise,Matthew Michael Carnahan,Average
USA,NimrÃ³d Antal,Horror,Vacancy,6.2,Kate Beckinsale,Mark L. Smith,Average
USA,Marc Forster,Drama,The Kite Runner,7.6,Khalid Abdalla,David Benioff,Hit
USA,Adrienne Shelly,Comedy,Waitress,7,Keri Russell,Adrienne Shelly,Hit
USA,Gavin Hood,Drama,Rendition,6.8,Reese Witherspoon,Kelley Sane,Average
USA,James Foley,Crime,Perfect Stranger,5.7,Halle Berry,Todd Komarnicki,Flop
USA,James Gray,Crime,We Own the Night,6.9,Joaquin Phoenix,James Gray,Average
USA,Jon Avnet,Crime,88 Minutes,5.9,Al Pacino,Gary Scott Thompson,Flop
USA,Michael Lehmann,Comedy,Because I Said So,5.6,Diane Keaton,Karen Leigh Hopkins,Flop
USA,Robert Ben Garant,Comedy,Balls of Fury,5.3,Dan Fogler,Thomas Lennon,Flop
USA,Mennan Yapo,Drama,Premonition,5.9,Sandra Bullock,Bill Kelly,Flop
USA,Francis Ford Coppola,Drama,Youth Without Youth,6.3,Tim Roth,Mircea Eliade,Average
USA,Ash Brannon,Animation,Surf's Up,6.7,Shia LaBeouf,Don Rhymer,Average
USA,Philip G. Atwell,Action,War,6.3,Jet Li,Lee Anthony Smith,Average
USA,Neil Jordan,Crime,The Brave One,6.8,Jodie Foster,Roderick Taylor,Average
USA,Shari Springer Berman,Comedy,The Nanny Diaries,6.2,Scarlett Johansson,Emma McLaughlin,Average
USA,David S. Goyer,Crime,The Invisible,6.3,Justin Chatwin,Mick Davis,Average
USA,Billy Ray,Biography,Breach,7,Chris Cooper,Adam Mazer,Hit
USA,Chris Sivertson,Mystery,I Know Who Killed Me,3.6,Lindsay Lohan,Jeff Hammond,Flop
USA,Marcus Nispel,Action,Pathfinder,5.4,Karl Urban,Laeta Kalogridis,Flop
USA,Craig Gillespie,Comedy,Mr. Woodcock,5.2,Billy Bob Thornton,Michael Carnes,Flop
USA,Menno Meyjes,Comedy,Martian Child,6.8,John Cusack,Seth Bass,Average
USA,Scott Hicks,Comedy,No Reservations,6.3,Catherine Zeta-Jones,Carol Fuchs,Average
USA,Scott Wiper,Action,The Condemned,6.1,Steve Austin,Scott Wiper,Average
USA,Joe Nussbaum,Comedy,Sydney White,6.3,Amanda Bynes,Chad Gomez Creasey,Average
USA,Andrew Fleming,Comedy,Nancy Drew,5.9,Emma Roberts,Andrew Fleming,Flop
USA,Mike Newell,Drama,Love in the Time of Cholera,6.4,Javier Bardem,Ronald Harwood,Average
USA,Stephen Hopkins,Horror,The Reaping,5.7,Hilary Swank,Carey Hayes,Flop
USA,Paul Haggis,Crime,In the Valley of Elah,7.2,Tommy Lee Jones,Paul Haggis,Hit
USA,Jon Kasdan,Comedy,In the Land of Women,6.5,Adam Brody,Jon Kasdan,Average
USA,Denzel Washington,Biography,The Great Debaters,7.6,Denzel Washington,Robert Eisele,Hit
USA,Daniel Waters,Comedy,Sex and Death 101,6,Robert Wisdom,Daniel Waters,Average
USA,Roland JoffÃ©,Crime,Captivity,4.7,Elisha Cuthbert,Larry Cohen,Flop
USA,Franck Khalfoun,Crime,P2,5.9,Rachel Nichols,Alexandre Aja,Flop
USA,Zach Helm,Comedy,Mr. Magorium's Wonder Emporium,6.2,Natalie Portman,Zach Helm,Average
USA,Robin Swicord,Comedy,The Jane Austen Book Club,6.8,Kathy Baker,Robin Swicord,Average
USA,Gregory Jacobs,Drama,Wind Chill,5.9,Emily Blunt,Joe Gangemi,Flop
USA,George A. Romero,Horror,Diary of the Dead,5.7,Michelle Morgan,George A. Romero,Flop
USA,Danny Pang,Horror,The Messengers,5.4,Dylan McDermott,Mark Wheaton,Flop
USA,Ken Kwapis,Comedy,License to Wed,5.3,Mandy Moore,Kim Barker,Flop
USA,Jon Poll,Comedy,Charlie Bartlett,7,Anton Yelchin,Gustin Nash,Hit
USA,Ang Lee,Drama,"Lust, Caution",7.6,Tony Chiu-Wai Leung,Eileen Chang,Hit
USA,Tom McCarthy,Drama,The Visitor,7.7,Richard Jenkins,Tom McCarthy,Hit
USA,Scott Frank,Crime,The Lookout,7.1,Joseph Gordon-Levitt,Scott Frank,Hit
USA,Frederik Du Chau,Action,Underdog,4.8,Peter Dinklage,Adam Rifkin,Flop
USA,Sylvain White,Drama,Stomp the Yard,5.3,Columbus Short,Robert Adetuyi,Flop
USA,Uwe Boll,Action,Postal,4.5,Dave Foley,Uwe Boll,Flop
USA,David Gordon Green,Drama,Snow Angels,6.9,Kate Beckinsale,David Gordon Green,Average
USA,Garry Marshall,Comedy,Georgia Rule,5.9,Jane Fonda,Mark Andrus,Flop
USA,David Dobkin,Comedy,Fred Claus,5.6,Vince Vaughn,Dan Fogelman,Flop
USA,Woody Allen,Crime,Cassandra's Dream,6.7,Colin Farrell,Woody Allen,Average
USA,Tyler Perry,Drama,Daddy's Little Girls,5.5,Gabrielle Union,Tyler Perry,Flop
USA,John August,Drama,The Nines,6.4,Ryan Reynolds,John August,Average
USA,Robert Shaye,Drama,The Last Mimzy,6.3,Joely Richardson,Bruce Joel Rubin,Average
USA,Robert Benton,Drama,Feast of Love,6.7,Morgan Freeman,Allison Burnett,Average
USA,Tamara Jenkins,Comedy,The Savages,7.2,Laura Linney,Tamara Jenkins,Hit
USA,Michael Katleman,Action,Primeval,4.7,Dominic Purcell,John Brancato,Flop
USA,Susanne Bier,Drama,Things We Lost in the Fire,7.2,Halle Berry,Allan Loeb,Hit
USA,Richard Shepard,Adventure,The Hunting Party,6.9,Richard Gere,Richard Shepard,Average
USA,Michael Winterbottom,Biography,A Mighty Heart,6.7,Angelina Jolie,John Orloff,Average
USA,Tom Brady,Comedy,The Comebacks,4.2,David Koechner,Ed Yeager,Flop
USA,Alan Ball,Drama,Towelhead,7,Summer Bishil,Alan Ball,Hit
USA,Terry George,Crime,Reservation Road,6.7,Joaquin Phoenix,John Burnham Schwartz,Average
USA,Kasi Lemmons,Biography,Talk to Me,7.4,Don Cheadle,Michael Genet,Hit
USA,Deborah Kampmeier,Drama,Hounddog,6.3,Dakota Fanning,Deborah Kampmeier,Average
USA,Gregg Araki,Comedy,Smiley Face,5.8,Anna Faris,Dylan Haggerty,Flop
USA,Tony Giglio,Horror,Timber Falls,5.3,Josh Randall,Dan Kay,Flop
USA,Tyler Perry,Comedy,Why Did I Get Married?,5.7,Tyler Perry,Tyler Perry,Flop
USA,Preston A. Whitmore II,Comedy,This Christmas,6.2,Regina King,Preston A. Whitmore II,Average
USA,Katja von Garnier,Drama,Blood and Chocolate,5.5,Agnes Bruckner,Ehren Kruger,Flop
USA,Helen Hunt,Comedy,Then She Found Me,6,Helen Hunt,Alice Arlen,Average
USA,Jieho Lee,Crime,The Air I Breathe,6.9,Brendan Fraser,Jieho Lee,Average
USA,Talia Lugacy,Drama,Descent,4.8,Rosario Dawson,Brian Priest,Flop
USA,Lajos Koltai,Drama,Evening,6.6,Vanessa Redgrave,Susan Minot,Average
USA,Jeffrey Blitz,Comedy,Rocket Science,6.7,Reece Thompson,Jeffrey Blitz,Average
USA,Chris Rock,Comedy,I Think I Love My Wife,5.5,Chris Rock,Chris Rock,Flop
USA,Andy Cheng,Action,Redline,4,Nathan Phillips,Robert Foreman,Flop
USA,David L. Cunningham,Adventure,The Seeker: The Dark Is Rising,4.8,Alexander Ludwig,John Hodge,Flop
USA,Robert Ben Garant,Comedy,Reno 911!: Miami,5.9,Thomas Lennon,Robert Ben Garant,Flop
USA,Curtis Hanson,Drama,Lucky You,5.9,Eric Bana,Eric Roth,Flop
USA,Christopher Nolan,Action,The Dark Knight,9,Christian Bale,Jonathan Nolan,Hit
USA,Catherine Hardwicke,Drama,Twilight,5.2,Kristen Stewart,Melissa Rosenberg,Flop
USA,Guillermo del Toro,Action,Hellboy II: The Golden Army,7,Ron Perlman,Guillermo del Toro,Hit
USA,Fred Wolf,Comedy,The House Bunny,5.5,Anna Faris,Karen McCullah,Flop
USA,Phyllida Lloyd,Comedy,Mamma Mia!,6.4,Meryl Streep,Catherine Johnson,Average
USA,Bryan Bertino,Horror,The Strangers,6.2,Scott Speedman,Bryan Bertino,Average
USA,Ben Stiller,Action,Tropic Thunder,7,Ben Stiller,Justin Theroux,Hit
USA,Jon Favreau,Action,Iron Man,7.9,Robert Downey Jr.,Mark Fergus,Hit
USA,David Fincher,Drama,The Curious Case of Benjamin Button,7.8,Brad Pitt,Eric Roth,Hit
USA,Darren Aronofsky,Drama,The Wrestler,7.9,Mickey Rourke,Robert D. Siegel,Hit
USA,Timur Bekmambetov,Action,Wanted,6.7,Angelina Jolie,Michael Brandt,Average
USA,Andrew Stanton,Animation,WALLÂ·E,8.4,Ben Burtt,Andrew Stanton,Hit
USA,Louis Leterrier,Action,The Incredible Hulk,6.8,Edward Norton,Zak Penn,Average
USA,Michael Patrick King,Comedy,Sex and the City,5.5,Sarah Jessica Parker,Michael Patrick King,Flop
USA,Adam McKay,Comedy,Step Brothers,6.9,Will Ferrell,Will Ferrell,Average
USA,Robert Luketic,Crime,21,6.8,Jim Sturgess,Peter Steinfeld,Average
USA,Nicholas Stoller,Comedy,Forgetting Sarah Marshall,7.2,Kristen Bell,Jason Segel,Hit
USA,Kathryn Bigelow,Drama,The Hurt Locker,7.6,Jeremy Renner,Mark Boal,Hit
USA,Matt Reeves,Action,Cloverfield,7,Mike Vogel,Drew Goddard,Hit
USA,David Gordon Green,Action,Pineapple Express,7,Seth Rogen,Seth Rogen,Hit
USA,Anne Fletcher,Comedy,27 Dresses,6.1,Katherine Heigl,Aline Brosh McKenna,Average
USA,Steven Spielberg,Action,Indiana Jones and the Kingdom of the Crystal Skull,6.2,Harrison Ford,David Koepp,Average
USA,Sam Mendes,Drama,Revolutionary Road,7.3,Leonardo DiCaprio,Justin Haythe,Hit
USA,Lexi Alexander,Action,Punisher: War Zone,6,Ray Stevenson,Nick Santora,Average
USA,Rob Cohen,Action,The Mummy: Tomb of the Dragon Emperor,5.2,Brendan Fraser,Alfred Gough,Flop
USA,Peter Berg,Action,Hancock,6.4,Will Smith,Vincent Ngo,Average
USA,Ridley Scott,Action,Body of Lies,7.1,Leonardo DiCaprio,William Monahan,Hit
USA,Mark Osborne,Animation,Kung Fu Panda,7.6,Jack Black,Jonathan Aibel,Hit
USA,Mark Waters,Adventure,The Spiderwick Chronicles,6.6,Freddie Highmore,Karey Kirkpatrick,Average
USA,Kevin Smith,Comedy,Zack and Miri Make a Porno,6.6,Seth Rogen,Kevin Smith,Average
USA,M. Night Shyamalan,Comedy,The Happening,5,Mark Wahlberg,M. Night Shyamalan,Flop
USA,Bryan Singer,Drama,Valkyrie,7.1,Tom Cruise,Christopher McQuarrie,Hit
USA,Stephen Daldry,Drama,The Reader,7.6,Kate Winslet,David Hare,Hit
USA,Andrew Adamson,Action,The Chronicles of Narnia: Prince Caspian,6.6,Ben Barnes,Andrew Adamson,Average
USA,Andy Tennant,Action,Fool's Gold,5.7,Matthew McConaughey,John Claflin,Flop
USA,Peter Segal,Action,Get Smart,6.5,Steve Carell,Tom J. Astle,Average
USA,Gabriele Muccino,Drama,Seven Pounds,7.7,Will Smith,Grant Nieporte,Hit
USA,Doug Liman,Action,Jumper,6.1,Hayden Christensen,David S. Goyer,Average
USA,Jeff Wadlow,Action,Never Back Down,6.6,Sean Faris,Chris Hauty,Average
USA,Ethan Coen,Comedy,Burn After Reading,7,Brad Pitt,Joel Coen,Hit
USA,Howard McCain,Action,Outlander,6.3,Jim Caviezel,Dirk Blackman,Average
USA,Dennis Dugan,Action,You Don't Mess with the Zohan,5.5,Adam Sandler,Adam Sandler,Flop
USA,Clint Eastwood,Biography,Changeling,7.8,Angelina Jolie,J. Michael Straczynski,Hit
USA,Eric Brevig,Action,Journey to the Center of the Earth,5.8,Brendan Fraser,Michael D. Weiss,Flop
USA,Sean Anders,Adventure,Sex Drive,6.5,Josh Zuckerman,Sean Anders,Average
USA,Paul Weiland,Comedy,Made of Honor,5.9,Patrick Dempsey,Adam Sztykiel,Flop
USA,Paul W.S. Anderson,Action,Death Race,6.4,Jason Statham,Paul W.S. Anderson,Average
USA,Peyton Reed,Comedy,Yes Man,6.8,Jim Carrey,Nicholas Stoller,Average
USA,Nick Moore,Comedy,Wild Child,6.1,Emma Roberts,Lucy Dahl,Average
USA,Byron Howard,Animation,Bolt,6.9,John Travolta,Dan Fogelman,Average
USA,David Hackl,Horror,Saw V,5.8,Scott Patterson,Patrick Melton,Flop
USA,Peter Cattaneo,Comedy,The Rocker,6.2,Rainn Wilson,Maya Forbes,Average
USA,Gus Van Sant,Biography,Milk,7.6,Sean Penn,Dustin Lance Black,Hit
USA,Tom Vaughan,Comedy,What Happens in Vegas,6.1,Cameron Diaz,Dana Fox,Average
USA,Oliver Stone,Biography,W.,6.3,Josh Brolin,Stanley Weiser,Average
USA,Roland Emmerich,Action,"10,000 BC",5.1,Camilla Belle,Roland Emmerich,Flop
USA,David Frankel,Comedy,Marley & Me,7.1,Owen Wilson,Scott Frank,Hit
USA,Lana Wachowski,Action,Speed Racer,6,Emile Hirsch,Lilly Wachowski,Average
USA,Frank Miller,Action,The Spirit,4.8,Gabriel Macht,Frank Miller,Flop
USA,Edward Zwick,Action,Defiance,7.2,Daniel Craig,Clayton Frohman,Hit
USA,Diane English,Comedy,The Women,4.9,Meg Ryan,Diane English,Flop
USA,D.J. Caruso,Action,Eagle Eye,6.6,Shia LaBeouf,John Glenn,Average
USA,Jon Hurwitz,Adventure,Harold & Kumar Escape from Guantanamo Bay,6.6,John Cho,Jon Hurwitz,Average
USA,Charlie Kaufman,Comedy,"Synecdoche, New York",7.5,Philip Seymour Hoffman,Charlie Kaufman,Hit
USA,John Patrick Shanley,Drama,Doubt,7.5,Meryl Streep,John Patrick Shanley,Hit
USA,Alexandre Aja,Horror,Mirrors,6.2,Kiefer Sutherland,Alexandre Aja,Average
USA,Scott Derrickson,Drama,The Day the Earth Stood Still,5.5,Keanu Reeves,David Scarpa,Flop
USA,Jimmy Hayward,Animation,Horton Hears a Who!,6.8,Jim Carrey,Ken Daurio,Average
USA,Jon M. Chu,Drama,Step Up 2: The Streets,6.2,Robert Hoffman,Toni Ann Johnson,Average
USA,Jason Friedberg,Comedy,Disaster Movie,1.9,Carmen Electra,Jason Friedberg,Flop
USA,Kenny Ortega,Comedy,High School Musical 3: Senior Year,4.6,Zac Efron,Peter Barsocchini,Flop
USA,Jennifer Flackett,Adventure,Nim's Island,6,Jodie Foster,Joseph Kwong,Average
USA,Eric Darnell,Animation,Madagascar: Escape 2 Africa,6.7,Ben Stiller,Etan Cohen,Average
USA,Rob Minkoff,Action,The Forbidden Kingdom,6.6,Jackie Chan,John Fusco,Average
USA,Carter Smith,Horror,The Ruins,5.9,Shawn Ashmore,Scott B. Smith,Flop
USA,David Ayer,Action,Street Kings,6.8,Keanu Reeves,James Ellroy,Average
USA,Kent Alterman,Comedy,Semi-Pro,5.8,Will Ferrell,Scot Armstrong,Flop
USA,Jason Friedberg,Comedy,Meet the Spartans,2.7,Sean Maguire,Jason Friedberg,Flop
USA,Pete Travis,Crime,Vantage Point,6.6,Dennis Quaid,Barry L. Levy,Average
USA,Ric Roman Waugh,Crime,Felon,7.5,Stephen Dorff,Ric Roman Waugh,Hit
USA,Peter Sollett,Comedy,Nick and Norah's Infinite Playlist,6.7,Michael Cera,Lorene Scafaria,Average
USA,Gil Kenan,Adventure,City of Ember,6.5,Saoirse Ronan,Caroline Thompson,Average
USA,Adam Shankman,Comedy,Bedtime Stories,6.1,Adam Sandler,Matt Lopez,Average
USA,John Erick Dowdle,Horror,Quarantine,6,Jennifer Carpenter,John Erick Dowdle,Average
USA,Gavin O'Connor,Crime,Pride and Glory,6.7,Edward Norton,Joe Carnahan,Average
USA,Rodrigo GarcÃ­a,Drama,Passengers,5.9,Anne Hathaway,Ronnie Christensen,Flop
USA,Gina Prince-Bythewood,Drama,The Secret Life of Bees,7.3,Dakota Fanning,Gina Prince-Bythewood,Hit
USA,Ed Harris,Crime,Appaloosa,6.8,Ed Harris,Robert Knott,Average
USA,Marianna Palka,Comedy,Good Dick,6.4,Marianna Palka,Marianna Palka,Average
USA,Gary Fleder,Biography,The Express,7.3,Rob Brown,Charles Leavitt,Hit
USA,Christine Jeffs,Comedy,Sunshine Cleaning,6.9,Amy Adams,Megan Holley,Average
USA,Neil LaBute,Crime,Lakeview Terrace,6.1,Samuel L. Jackson,David Loughery,Average
USA,Ron Howard,Biography,Frost/Nixon,7.7,Frank Langella,Peter Morgan,Hit
USA,Rod Lurie,Crime,Nothing But the Truth,7.2,Kate Beckinsale,Rod Lurie,Hit
USA,Nelson McCormick,Horror,Prom Night,3.9,Brittany Snow,J.S. Cardone,Flop
USA,Fatih Akin,Comedy,"New York, I Love You",6.3,Shia LaBeouf,Hu Hong,Average
USA,Masayuki Ochiai,Horror,Shutter,5.2,Joshua Jackson,Luke Dawson,Flop
USA,Marcel Langenegger,Crime,Deception,6.1,Hugh Jackman,Mark Bomback,Average
USA,RyÃ»hei Kitamura,Horror,The Midnight Meat Train,6.1,Vinnie Jones,Jeff Buhler,Average
USA,Jon Avnet,Action,Righteous Kill,6,Robert De Niro,Russell Gewirtz,Average
USA,Craig Mazin,Action,Superhero Movie,4.5,Drake Bell,Craig Mazin,Flop
USA,Chris Carter,Drama,The X Files: I Want to Believe,5.9,David Duchovny,Frank Spotnitz,Flop
USA,S.R. Bindler,Comedy,"Surfer, Dude",4.7,Matthew McConaughey,S.R. Bindler,Flop
USA,Howard Deutch,Comedy,My Best Friend's Girl,5.9,Kate Hudson,Jordan Cahan,Flop
USA,Marc SchÃ¶lermann,Crime,Pathology,6,Alyssa Milano,Mark Neveldine,Average
USA,Rian Johnson,Adventure,The Brothers Bloom,6.8,Rachel Weisz,Rian Johnson,Average
USA,Jonathan Demme,Drama,Rachel Getting Married,6.7,Anne Hathaway,Jenny Lumet,Average
USA,George C. Wolfe,Drama,Nights in Rodanthe,6,Diane Lane,Ann Peacock,Average
USA,Gregory Hoblit,Crime,Untraceable,6.2,Diane Lane,Robert Fyvolent,Average
USA,Sanaa Hamri,Comedy,The Sisterhood of the Traveling Pants 2,6.2,America Ferrera,Elizabeth Chandler,Average
USA,James Gray,Drama,Two Lovers,7.1,Joaquin Phoenix,James Gray,Hit
USA,Guillermo Arriaga,Crime,The Burning Plain,6.8,Charlize Theron,Guillermo Arriaga,Average
USA,Malcolm D. Lee,Comedy,Soul Men,6.5,Samuel L. Jackson,Robert Ramsey,Average
USA,John Madden,Crime,Killshot,6,Thomas Jane,Hossein Amini,Average
USA,Tom Putnam,Comedy,The Hottie & the Nottie,1.9,Paris Hilton,Heidi Ferrer,Flop
USA,Steven Brill,Comedy,Drillbit Taylor,5.7,Owen Wilson,Kristofor Brown,Flop
USA,Marcos Siega,Comedy,Chaos Theory,6.7,Ryan Reynolds,Daniel Taplitz,Average
USA,Alex Kendrick,Drama,Fireproof,6.6,Kirk Cameron,Alex Kendrick,Average
USA,Darren Lynn Bousman,Horror,Repo! The Genetic Opera,6.7,Paul Sorvino,Darren Smith,Average
USA,Darnell Martin,Biography,Cadillac Records,7,Adrien Brody,Darnell Martin,Hit
USA,David Koepp,Comedy,Ghost Town,6.7,Ricky Gervais,David Koepp,Average
